fid,imageName,lat,lng,dataTime,remark,上傳者,標註者,驗證者,標籤,createdAt,updatedAt,原本有無設置人行空間,保護性,原始總寬度－是否夠寬讓輪椅通行,佔用情形(多選)-導致兩人交會需停讓或淨寬<1.5米,行人被迫實際行走路徑中會碰到的最大動態風險,承受上題風險的頻率,使用目的,思源地圖類別-無須填寫,思源地圖名稱-無須填寫,imageUrl,_id,rank_a1,rank_b1,rank_c1,COUNTYNAME,TOWNNAME,VILLNAME,村里全名,edu_Distance,hospital_Distance,near_edu,near_hospital
"2155",02156.jpg,24.74745489,121.0821623,2023/01/30,,6220a7e810be1548e5c8d09a_中梅 韓,,,,2023/01/30,2023/01/30,有設置人行道或騎樓,實體人行道(有實體分隔),輪椅可以通行（寬於100公分）,私人佔用（商家、住家）|私人佔用（臨時停車）,有汽車行駛,常如此(79~50%),通學|休閒|親子活動,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63d7535f0babfa7de7887b88.jpg,63d7535f0babfa7de7887b88,2.6,-7,0,新竹縣,竹東鎮,五豐里,新竹縣竹東鎮五豐里,310.589648542487,19421.7383906778,"1","0"
"2156",02157.jpg,24.74729412,121.0824144,2023/01/30,,6220a7e810be1548e5c8d09a_中梅 韓,,,,2023/01/30,2023/01/30,有設置人行道或騎樓,實體人行道(有實體分隔),輪椅可以通行（寬於100公分）,公共設施阻礙（機電設備）,無車輛行駛,總是如此(100%~95%),親子活動|通學|休閒,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63d7538d0babfa2398887b93.jpg,63d7538d0babfa2398887b93,8.6,3,5,新竹縣,竹東鎮,五豐里,新竹縣竹東鎮五豐里,279.500012870301,19449.8334571863,"1","0"
"2157",02158.jpg,24.74790309,121.0816687,2023/01/30,,6220a7e810be1548e5c8d09a_中梅 韓,,,,2023/01/30,2023/01/30,有設置人行道或騎樓,實體人行道(有實體分隔),輪椅可以通行（寬於100公分）,公共設施阻礙（機電設備）|私人佔用（商家、住家）,有汽車行駛,通常如此(94~80%),親子活動|通學|休閒,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63d753dc0babfa52e6887b9e.jpg,63d753dc0babfa52e6887b9e,2.6,-7,0,新竹縣,竹東鎮,五豐里,新竹縣竹東鎮五豐里,379.836024876525,19353.9031152496,"1","0"
"2158",02159.jpg,24.74771309,121.0816741,2023/01/30,,6220a7e810be1548e5c8d09a_中梅 韓,,,,2023/01/30,2023/01/30,沒有設置人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,有汽車行駛,總是如此(100%~95%),親子活動|通學|休閒,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63d754130babfa677c887ba9.jpg,63d754130babfa677c887ba9,0,-10,0,新竹縣,竹東鎮,五豐里,新竹縣竹東鎮五豐里,367.582516221694,19372.4771307278,"1","0"
"2159",02160.jpg,24.74816129,121.0812289,2023/01/30,,6220a7e810be1548e5c8d09a_中梅 韓,,,,2023/01/30,2023/01/30,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,私人佔用（臨時停車）|私人佔用（商家、住家）,有汽車行駛,總是如此(100%~95%),親子活動|通學|休閒|採購日用|採購食物,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63d754570babfa1a4b887bb4.jpg,63d754570babfa1a4b887bb4,2.6,-7,0,新竹縣,竹東鎮,五豐里,新竹縣竹東鎮五豐里,432.67385973595,19307.0815057184,"1","0"
"2160",02161.jpg,24.74825385,121.0810894,2023/01/30,,6220a7e810be1548e5c8d09a_中梅 韓,63c660e30babfa100e882244_清秀一哥,,符合規定,2023/01/30,2023/01/30,有設置人行道或騎樓,實體人行道(有實體分隔),輪椅可以通行（寬於100公分）,私人佔用（商家、住家）,無車輛行駛,總是如此(100%~95%),親子活動|休閒|通學,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63d7547b0babfa40e2887bbf.jpg,63d7547b0babfa40e2887bbf,8.6,3,5,新竹縣,竹東鎮,五豐里,新竹縣竹東鎮五豐里,450.114260950134,19291.2087706661,"1","0"
"2161",02162.jpg,24.74781539,121.0803545,2023/01/30,,6220a7e810be1548e5c8d09a_中梅 韓,,,,2023/01/30,2023/01/30,沒有設置人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,有汽車行駛,總是如此(100%~95%),親子活動|通學|休閒,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63d754ba0babfad742887bca.jpg,63d754ba0babfad742887bca,0,-10,0,新竹縣,竹東鎮,五豐里,新竹縣竹東鎮五豐里,489.977067775811,19297.0873186875,"1","0"
"2162",02163.jpg,24.74775693,121.0797966,2023/01/30,,6220a7e810be1548e5c8d09a_中梅 韓,,,,2023/01/30,2023/01/30,沒有設置人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,有汽車行駛,總是如此(100%~95%),休閒,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63d7550d0babfae8c1887bd5.jpg,63d7550d0babfae8c1887bd5,0,-10,0,新竹縣,竹東鎮,五豐里,新竹縣竹東鎮五豐里,539.005683266976,19275.2510250948,"0","0"
"2163",02164.jpg,24.74717719,121.0802847,2023/01/30,,6220a7e810be1548e5c8d09a_中梅 韓,,,,2023/01/30,2023/01/30,沒有設置人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,有汽車行駛,總是如此(100%~95%),休閒|通學|親子活動|採購食物|採購日用,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63d755470babfadd37887be0.jpg,63d755470babfadd37887be0,0,-10,0,新竹縣,竹東鎮,五豐里,新竹縣竹東鎮五豐里,470.778272554796,19355.3730996937,"1","0"
"2164",02165.jpg,24.7462272,121.0811538,2023/01/30,,6220a7e810be1548e5c8d09a_中梅 韓,,,,2023/01/30,2023/01/30,沒有設置人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,有汽車行駛,總是如此(100%~95%),休閒|通學|親子活動|採購食物|採購日用,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63d7558f0babfa2aa1887beb.jpg,63d7558f0babfa2aa1887beb,0,-10,0,新竹縣,竹東鎮,五豐里,新竹縣竹東鎮五豐里,363.304607731376,19490.0971353031,"1","0"
"2165",02166.jpg,24.74608104,121.0811913,2023/01/30,,6220a7e810be1548e5c8d09a_中梅 韓,,,,2023/01/30,2023/01/30,沒有設置人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,有汽車行駛,總是如此(100%~95%),休閒|通學|親子活動|採購食物|採購日用,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63d755bc0babfa82c9887bf6.jpg,63d755bc0babfa82c9887bf6,0,-10,0,新竹縣,竹東鎮,五豐里,新竹縣竹東鎮五豐里,358.340255021449,19506.0821159817,"1","0"
"2166",02167.jpg,24.74550617,121.0817707,2023/01/30,,6220a7e810be1548e5c8d09a_中梅 韓,,,,2023/01/30,2023/01/30,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,私人佔用（商家、住家）|私人佔用（臨時停車）,有汽車行駛,總是如此(100%~95%),親子活動|通學|休閒|採購食物|採購日用,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63d755fc0babfabc16887c01.jpg,63d755fc0babfabc16887c01,2.6,-7,0,新竹縣,竹東鎮,五豐里,新竹縣竹東鎮五豐里,302.693402711112,19590.2618474271,"1","0"
"2167",02168.jpg,24.74511642,121.0820603,2023/01/30,,6220a7e810be1548e5c8d09a_中梅 韓,,,,2023/01/30,2023/01/30,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,私人佔用（商家、住家）|私人佔用（臨時停車）,有汽車行駛,總是如此(100%~95%),親子活動|通學|休閒|採購食物|採購日用,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63d756360babfa2e84887c0c.jpg,63d756360babfa2e84887c0c,2.6,-7,0,新竹縣,竹東鎮,忠孝里,新竹縣竹東鎮忠孝里,284.136847161401,19642.2426616391,"1","0"
"2168",02169.jpg,24.74451718,121.0825861,2023/01/30,,6220a7e810be1548e5c8d09a_中梅 韓,,,,2023/01/30,2023/01/30,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,私人佔用（商家、住家）,有汽車行駛,總是如此(100%~95%),親子活動|通學|休閒|採購日用|採購食物,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63d756750babfa191c887c17.jpg,63d756750babfa191c887c17,2.6,-7,0,新竹縣,竹東鎮,忠孝里,新竹縣竹東鎮忠孝里,266.480641228534,19726.1489700482,"1","0"
"2169",02170.jpg,24.74416153,121.0828811,2023/01/30,,6220a7e810be1548e5c8d09a_中梅 韓,,,,2023/01/30,2023/01/30,沒有設置人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,有汽車行駛,總是如此(100%~95%),親子活動|通學|休閒|採購日用|採購食物,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63d756d70babfaf15e887c22.jpg,63d756d70babfaf15e887c22,0,-10,0,新竹縣,竹東鎮,忠孝里,新竹縣竹東鎮忠孝里,269.678905260081,19775.1073449423,"1","0"
"2170",02171.jpg,24.74393255,121.0830903,2023/01/30,,6220a7e810be1548e5c8d09a_中梅 韓,,,,2023/01/30,2023/01/30,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,私人佔用（商家、住家）|私人佔用（臨時停車）,有汽車行駛,總是如此(100%~95%),親子活動|通學|休閒|採購食物|採購日用,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63d757220babfa411a887c2d.jpg,63d757220babfa411a887c2d,2.6,-7,0,新竹縣,竹東鎮,忠孝里,新竹縣竹東鎮忠孝里,275.255642452854,19807.5841326962,"1","0"
"2171",02172.jpg,24.74360614,121.0833746,2023/01/30,,6220a7e810be1548e5c8d09a_中梅 韓,,,,2023/01/30,2023/01/30,沒有設置人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,有汽車行駛,總是如此(100%~95%),親子活動|通學|休閒|採購食物|採購日用,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63d7576e0babfa9093887c38.jpg,63d7576e0babfa9093887c38,0,-10,0,新竹縣,竹東鎮,忠孝里,新竹縣竹東鎮忠孝里,276.78132048466,19853.19310998,"1","0"
"2172",02173.jpg,24.74288022,121.0839969,2023/01/30,,6220a7e810be1548e5c8d09a_中梅 韓,63c660e30babfa100e882244_清秀一哥,,符合規定,2023/01/30,2023/01/30,沒有設置人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,有汽車行駛,總是如此(100%~95%),親子活動|通學|休閒|採購食物,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63d757a80babfa3dc6887c43.jpg,63d757a80babfa3dc6887c43,0,-10,0,新竹縣,竹東鎮,忠孝里,新竹縣竹東鎮忠孝里,177.19195326151,19954.1401930195,"1","0"
"2173",02174.jpg,24.74266585,121.0841578,2023/01/30,,6220a7e810be1548e5c8d09a_中梅 韓,,,,2023/01/30,2023/01/30,沒有設置人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,有汽車行駛,總是如此(100%~95%),休閒|親子活動|採購食物,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63d758100babfabe1c887c4e.jpg,63d758100babfabe1c887c4e,0,-10,0,新竹縣,竹東鎮,忠孝里,新竹縣竹東鎮忠孝里,149.203612560202,19982.81739811,"1","0"
"2174",02175.jpg,24.74188147,121.0848606,2023/01/30,,6220a7e810be1548e5c8d09a_中梅 韓,,,,2023/01/30,2023/01/30,沒有設置人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,有汽車行駛,總是如此(100%~95%),親子活動|通學|休閒|採購食物,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63d758670babfa24b8887c59.jpg,63d758670babfa24b8887c59,0,-10,0,新竹縣,竹東鎮,忠孝里,新竹縣竹東鎮忠孝里,57.5662955955418,20093.4205188548,"1","0"
"2175",02176.jpg,24.74050756,121.087575,2023/01/30,,6220a7e810be1548e5c8d09a_中梅 韓,,,,2023/01/30,2023/01/30,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,私人佔用（商家、住家）,有汽車行駛,總是如此(100%~95%),親子活動|通學|休閒|採購食物,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63d758d20babfa94f4887c72.jpg,63d758d20babfa94f4887c72,2.6,-7,0,新竹縣,竹東鎮,竹東里,新竹縣竹東鎮竹東里,167.8516684502,20361.6033033045,"1","0"
"2176",02177.jpg,23.58402778,120.5073472,2023/01/30,,63ac72094ee1ac51c6632833_彥齊 周,,,,2023/01/30,2023/01/30,有設置人行道或騎樓,實體人行道(有實體分隔),輪椅可以通行（寬於100公分）,無佔用或阻礙,有汽車行駛,偶爾如此(29~10%),休閒,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63d758d90babfa1ce3887c7d.jpg,63d758d90babfa1ce3887c7d,4,0,0,嘉義縣,大林鎮,中坑里,嘉義縣大林鎮中坑里,3153.92251213808,13812.3583155092,"0","0"
"2177",02178.jpg,24.74008857,121.0868722,2023/01/30,,6220a7e810be1548e5c8d09a_中梅 韓,,,,2023/01/30,2023/01/30,沒有設置人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,有汽車行駛,總是如此(100%~95%),親子活動|通學|休閒,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63d758f20babfa4fd4887c88.jpg,63d758f20babfa4fd4887c88,0,-10,0,新竹縣,竹東鎮,竹東里,新竹縣竹東鎮竹東里,248.142339365445,20366.5593494717,"1","0"
"2178",02179.jpg,23.58303889,120.5078667,2023/01/30,,63ac72094ee1ac51c6632833_彥齊 周,,,,2023/01/30,2023/01/30,有設置人行道或騎樓,實體人行道(有實體分隔),輪椅可以通行（寬於100公分）,無佔用或阻礙|公共設施阻礙（樹穴）|公共設施阻礙（機電設備）,無車輛行駛,通常如此(94~80%),休閒,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63d7591c0babfa15c9887c93.jpg,63d7591c0babfa15c9887c93,8.6,3,5,嘉義縣,大林鎮,中坑里,嘉義縣大林鎮中坑里,3272.44875687799,13723.2722222256,"0","0"
"2179",02180.jpg,22.7268746,120.3249961,2023/01/29,,63ac72094ee1ac51c6632833_彥齊 周,,,,2023/01/30,2023/01/30,沒有設置人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,有汽車行駛,總是如此(100%~95%),通學|採購食物|採購日用|工作|休閒,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63d759680babfa45b5887c9e.jpg,63d759680babfa45b5887c9e,0,-10,0,高雄市,楠梓區,惠楠里,高雄市楠梓區惠楠里,635.870288049726,2506.60493249814,"0","0"
"2180",02181.jpg,24.73892709,121.0877921,2023/01/30,,6220a7e810be1548e5c8d09a_中梅 韓,,,,2023/01/30,2023/01/30,沒有設置人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,有汽車行駛,總是如此(100%~95%),親子活動|通學|休閒,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63d7596b0babfa1017887ca9.jpg,63d7596b0babfa1017887ca9,0,-10,0,新竹縣,竹東鎮,竹東里,新竹縣竹東鎮竹東里,249.304695324404,20524.4191959603,"1","0"
"2181",02182.jpg,24.73931711,121.0883296,2023/01/30,,6220a7e810be1548e5c8d09a_中梅 韓,,,,2023/01/30,2023/01/30,沒有設置人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,有汽車行駛,總是如此(100%~95%),親子活動|休閒|通學,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63d7599d0babfa2aad887cb4.jpg,63d7599d0babfa2aad887cb4,0,-10,0,新竹縣,竹東鎮,竹東里,新竹縣竹東鎮竹東里,183.741655676065,20513.969521168,"1","0"
"2182",02183.jpg,22.72583056,120.3251556,2023/01/29,,63ac72094ee1ac51c6632833_彥齊 周,,,,2023/01/30,2023/01/30,沒有設置人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓|私人佔用（臨時停車）|私人佔用（商家、住家）,有汽車行駛,總是如此(100%~95%),,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63d759b10babfa9009887cbf.jpg,63d759b10babfa9009887cbf,0,-10,0,高雄市,楠梓區,中陽里,高雄市楠梓區中陽里,604.818376052578,2518.38078694658,"0","0"
"2183",02184.jpg,24.73988394,121.0890877,2023/01/30,,6220a7e810be1548e5c8d09a_中梅 韓,,,,2023/01/30,2023/01/30,有設置人行道或騎樓,實體人行道(有實體分隔),輪椅可以通行（寬於100公分）,公共設施阻礙（樹穴）,無車輛行駛,通常如此(94~80%),親子活動|休閒|通學,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63d759d50babfa43dc887cca.jpg,63d759d50babfa43dc887cca,8.6,3,5,新竹縣,竹東鎮,榮樂里,新竹縣竹東鎮榮樂里,98.7256100359837,20498.0186144158,"1","0"
"2184",02185.jpg,24.74022986,121.0897046,2023/01/30,,6220a7e810be1548e5c8d09a_中梅 韓,,,,2023/01/30,2023/01/30,有設置人行道或騎樓,實體人行道(有實體分隔),輪椅可以通行（寬於100公分）,無佔用或阻礙,無車輛行駛,總是如此(100%~95%),親子活動|休閒|通學|採購食物|採購日用,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63d75a0e0babfa0adc887cd5.jpg,63d75a0e0babfa0adc887cd5,10,10,10,新竹縣,竹東鎮,榮樂里,新竹縣竹東鎮榮樂里,77.8769123866316,20496.4023449025,"1","0"
"2185",02186.jpg,24.74032242,121.0900211,2023/01/30,,6220a7e810be1548e5c8d09a_中梅 韓,63c660e30babfa100e882244_清秀一哥,,符合規定,2023/01/30,2023/01/30,有設置人行道或騎樓,實體人行道(有實體分隔),輪椅可以通行（寬於100公分）,無佔用或阻礙,無車輛行駛,總是如此(100%~95%),親子活動|通學|休閒|採購食物|採購日用,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63d75a5a0babfa6542887ce0.jpg,63d75a5a0babfa6542887ce0,10,10,10,新竹縣,竹東鎮,榮樂里,新竹縣竹東鎮榮樂里,95.8083961386009,20503.7800215171,"1","0"
"2186",02187.jpg,24.74002523,121.0899246,2023/01/30,,6220a7e810be1548e5c8d09a_中梅 韓,,,,2023/01/30,2023/01/30,沒有設置人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,有汽車行駛,總是如此(100%~95%),親子活動|休閒|通學|採購食物|採購日用,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63d75b050babfab0c1887ceb.jpg,63d75b050babfab0c1887ceb,0,-10,0,新竹縣,竹東鎮,榮樂里,新竹縣竹東鎮榮樂里,109.57492112305,20527.2144171544,"1","0"
"2187",02188.jpg,24.73688759,121.0905629,2023/01/30,,6220a7e810be1548e5c8d09a_中梅 韓,63c660e30babfa100e882244_清秀一哥,,符合規定,2023/01/30,2023/01/30,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,私人佔用（商家、住家）,有汽車行駛,總是如此(100%~95%),親子活動|通學|休閒|採購食物|採購日用,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63d75b2e0babfadbb4887cf6.jpg,63d75b2e0babfadbb4887cf6,2.6,-7,0,新竹縣,竹東鎮,鷄林里,新竹縣竹東鎮鷄林里,388.779864939351,20859.9880625028,"1","0"
"2188",02189.jpg,24.73707145,121.0907125,2023/01/30,,6220a7e810be1548e5c8d09a_中梅 韓,63c660e30babfa100e882244_清秀一哥,,符合規定,2023/01/30,2023/01/30,有設置人行道或騎樓,標線人行道(無實體分隔),輪椅可以通行（寬於100公分）,私人佔用（臨時停車）,有汽車行駛,通常如此(94~80%),親子活動|休閒|採購食物|採購日用|通學,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63d75b890babfa7665887d07.jpg,63d75b890babfa7665887d07,1.6,-10,0,新竹縣,竹東鎮,榮樂里,新竹縣竹東鎮榮樂里,413.509616057886,20849.9624714113,"1","0"
"2189",02190.jpg,24.73682425,121.0915232,2023/01/30,,6220a7e810be1548e5c8d09a_中梅 韓,63c660e30babfa100e882244_清秀一哥,,符合規定,2023/01/30,2023/01/30,有設置人行道或騎樓,標線人行道(無實體分隔),輪椅可以通行（寬於100公分）,私人佔用（臨時停車）,有汽車行駛,總是如此(100%~95%),親子活動|通學|休閒|採購食物|採購日用,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63d75baf0babfa72fa887d12.jpg,63d75baf0babfa72fa887d12,1.6,-10,0,新竹縣,竹東鎮,鷄林里,新竹縣竹東鎮鷄林里,463.63903267604,20914.9029249502,"1","0"
"2190",02191.jpg,24.73698503,121.0915607,2023/01/30,,6220a7e810be1548e5c8d09a_中梅 韓,,,,2023/01/30,2023/01/30,有設置人行道或騎樓,標線人行道(無實體分隔),輪椅可以通行（寬於100公分）,私人佔用（商家、住家）|私人佔用（臨時停車）,有汽車行駛,總是如此(100%~95%),親子活動|採購食物|休閒|採購日用|通學,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63d75c990babfa22f1887d1d.jpg,63d75c990babfa22f1887d1d,1.4,-10,0,新竹縣,竹東鎮,鷄林里,新竹縣竹東鎮鷄林里,481.857843095363,20901.443603195,"1","0"
"2191",02192.jpg,24.73416402,121.0919631,2023/01/30,,6220a7e810be1548e5c8d09a_中梅 韓,,,,2023/01/30,2023/01/30,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,私人佔用（商家、住家）,有汽車行駛,總是如此(100%~95%),休閒,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63d75d510babfa2c99887d28.jpg,63d75d510babfa2c99887d28,2.6,-7,0,新竹縣,竹東鎮,鷄林里,新竹縣竹東鎮鷄林里,261.481250590084,21192.0630996557,"1","0"
"2192",02193.jpg,24.73494358,121.0920274,2023/01/30,,6220a7e810be1548e5c8d09a_中梅 韓,,,,2023/01/30,2023/01/30,沒有設置人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,有汽車行駛,總是如此(100%~95%),通學|工作,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63d75da20babfa62f8887d33.jpg,63d75da20babfa62f8887d33,0,-10,0,新竹縣,竹東鎮,鷄林里,新竹縣竹東鎮鷄林里,304.3531757768,21120.5899757009,"1","0"
"2193",02194.jpg,24.73626882,121.0919094,2023/01/30,,6220a7e810be1548e5c8d09a_中梅 韓,,,,2023/01/30,2023/01/30,沒有設置人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,有汽車行駛,總是如此(100%~95%),親子活動|採購食物|休閒|通學|工作,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63d75ddf0babfa20d9887d3e.jpg,63d75ddf0babfa20d9887d3e,0,-10,0,新竹縣,竹東鎮,鷄林里,新竹縣竹東鎮鷄林里,422.866531924048,20987.7346430617,"1","0"
"2194",02195.jpg,24.73661962,121.0920274,2023/01/30,,6220a7e810be1548e5c8d09a_中梅 韓,,,,2023/01/30,2023/01/30,沒有設置人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,有汽車行駛,總是如此(100%~95%),親子活動|通學|休閒|採購食物|採購日用|工作,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63d75e130babfaf1db887d49.jpg,63d75e130babfaf1db887d49,0,-10,0,新竹縣,竹東鎮,鷄林里,新竹縣竹東鎮鷄林里,449.183295531379,20960.2320621117,"1","0"
"2195",02196.jpg,24.73668783,121.0921776,2023/01/30,,6220a7e810be1548e5c8d09a_中梅 韓,63c660e30babfa100e882244_清秀一哥,,符合規定,2023/01/30,2023/01/30,有設置人行道或騎樓,實體人行道(有實體分隔),輪椅可以通行（寬於100公分）,私人佔用（臨時停車）|私人佔用（商家、住家）|公共設施阻礙（樹穴）,有汽車行駛,總是如此(100%~95%),親子活動|工作|採購食物|休閒|通學|採購日用,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63d75e6f0babfa80e4887d54.jpg,63d75e6f0babfa80e4887d54,2.6,-7,0,新竹縣,竹東鎮,鷄林里,新竹縣竹東鎮鷄林里,448.280155743703,20961.4075072126,"1","0"
"2196",02197.jpg,24.73681938,121.0923493,2023/01/30,,6220a7e810be1548e5c8d09a_中梅 韓,,,,2023/01/30,2023/01/30,有設置人行道或騎樓,實體人行道(有實體分隔),輪椅可以通行（寬於100公分）,私人佔用（商家、住家）|私人佔用（臨時停車）,無車輛行駛,通常如此(94~80%),休閒|通學|工作,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63d75ed50babfa346b887d6a.jpg,63d75ed50babfa346b887d6a,8.6,3,4,新竹縣,竹東鎮,鷄林里,新竹縣竹東鎮鷄林里,453.378277165082,20957.6540162432,"1","0"
"2197",02198.jpg,24.73684374,121.0926175,2023/01/30,,6220a7e810be1548e5c8d09a_中梅 韓,,,,2023/01/30,2023/01/30,有設置人行道或騎樓,實體人行道(有實體分隔),輪椅可以通行（寬於100公分）,私人佔用（臨時停車）|公共設施阻礙（機電設備）,有汽車行駛,通常如此(94~80%),休閒|通學|工作,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63d75efe0babfa2638887d75.jpg,63d75efe0babfa2638887d75,2.6,-7,0,新竹縣,竹東鎮,鷄林里,新竹縣竹東鎮鷄林里,444.82810807214,21100.2066645767,"1","0"
"2198",02199.jpg,24.73660988,121.0930198,2023/01/30,,6220a7e810be1548e5c8d09a_中梅 韓,,,,2023/01/30,2023/01/30,有設置人行道或騎樓,實體人行道(有實體分隔),輪椅可以通行（寬於100公分）,公共設施阻礙（機電設備）|公共設施阻礙（樹穴）,無車輛行駛,總是如此(100%~95%),通學|休閒|工作,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63d75f4d0babfad510887d80.jpg,63d75f4d0babfad510887d80,8.6,3,5,新竹縣,竹東鎮,鷄林里,新竹縣竹東鎮鷄林里,406.374277094806,21106.3014215491,"1","0"
